@relation housing_train_cleaned_excel

@attribute id numeric
@attribute region {birmingham,'huntsville / decatur',dothan,mobile,montgomery,'florence / muscle shoals',gadsden-anniston,tuscaloosa,'anchorage / mat-su',fairbanks,phoenix,'flagstaff / sedona',tucson,'little rock',prescott,yuma,fayetteville,bakersfield,texarkana,'fresno / madera',hanford-corcoran,'humboldt county','inland empire','los angeles','kenai peninsula','mohave county','southeast alaska','fort smith',jonesboro,'show low','gold country','sierra vista',chico,'imperial county',boulder,modesto,'orange county','mendocino county',merced,'palm springs','reno / tahoe','monterey bay',redding,sacramento,'san diego','san luis obispo','santa barbara','SF bay area',stockton,'ventura county',susanville,'colorado springs','new hampshire',cincinnati,'north dakota','akron / canton',bismarck,'grand forks',columbus,'dayton / springfield',cleveland,'lima / findlay',toledo,'northern panhandle','oklahoma city','zanesville / cambridge',ashtabula,lawton,chillicothe,texoma,tulsa,bend,corvallis/albany,'tuscarawas co','east oregon',eugene,medford-ashland,'oregon coast',portland,mansfield,stillwater,athens,parkersburg-marietta}
@attribute rent numeric
@attribute type {apartment,house,manufactured,townhouse,condo,duplex,flat,cottage/cabin,in-law,loft,land}
@attribute sqfeet numeric
@attribute bedrooms numeric
@attribute bathrooms numeric
@attribute cats_allowed numeric
@attribute dogs_allowed numeric
@attribute smoking_allowed numeric
@attribute wheelchair_access numeric
@attribute electric_vehicle_charge numeric
@attribute comes_furnished numeric
@attribute laundry_options {'laundry on site','w/d hookups','w/d in unit','laundry in bldg','no laundry on site'}
@attribute parking_options {'street parking','off-street parking',carport,'attached garage','detached garage','no parking','valet parking'}
@attribute demand numeric
@attribute latitude numeric
@attribute long numeric
@attribute state {al,ak,az,ar,ca,co,nh,oh,nd,ok,or}

@data
7050001491,phoenix,925,apartment,700,1,1,1,1,1,0,0,0,'w/d in unit',carport,1,33.5311,-112.177,az
7050000506,phoenix,1555,apartment,1426,3,2,0,0,1,0,0,0,?,?,1,33.4082,-111.77,az
7045268813,phoenix,1585,apartment,1063,2,2,1,1,1,0,0,0,'w/d in unit',carport,1,33.6036,-111.73,az
7050000367,phoenix,925,apartment,700,1,1,1,1,1,0,0,0,'w/d in unit',carport,1,33.5311,-112.177,az
7050000254,phoenix,1346,apartment,950,2,2,1,1,1,0,0,0,'w/d in unit',carport,1,33.3021,-112.011,az
7048638965,phoenix,1175,apartment,730,1,1,1,1,1,0,0,0,'w/d in unit',carport,1,33.3021,-112.011,az
7049999412,phoenix,925,apartment,700,1,1,1,1,1,0,0,0,'w/d in unit',carport,1,33.5311,-112.177,az
7049992779,phoenix,1499,apartment,1221,2,0,1,1,1,0,0,0,?,?,1,33.4665,-111.998,az
7045832409,phoenix,679,apartment,240,0,1,0,0,1,0,0,0,?,?,1,33.4951,-112.087,az
7043268125,prescott,1050,apartment,977,2,2,0,0,1,0,0,0,?,?,1,34.8185,-112.958,az
7049998607,phoenix,925,apartment,700,1,1,1,1,1,0,0,0,'w/d in unit',carport,1,33.5311,-112.177,az
7049993026,phoenix,0,apartment,900,2,2,0,0,1,0,0,0,?,?,1,33.5205,-112.186,az
7049988958,phoenix,1070,apartment,814,1,1,0,0,1,0,0,0,?,?,1,33.3644,-111.97,az
7049998104,phoenix,1344,apartment,1199,3,2,1,1,1,0,0,0,'w/d in unit',carport,1,33.56,-112.093,az
7049960170,phoenix,1520,apartment,1063,2,2,1,1,1,0,0,0,'w/d in unit',carport,1,33.6051,-111.731,az
7049997872,phoenix,1200,apartment,1000,2,2,1,1,1,0,0,0,'w/d in unit',carport,1,33.5311,-112.177,az
7049997787,phoenix,0,apartment,778,1,1,1,1,1,0,0,0,'laundry on site','off-street parking',1,33.4564,-112.128,az
7049997654,phoenix,1171,apartment,911,2,2,0,1,1,0,0,0,'laundry on site',carport,1,33.4527,-111.927,az
7049997488,phoenix,1650,apartment,1188,3,2,1,1,0,0,0,0,'w/d in unit',carport,1,33.4777,-112.309,az
7049991686,phoenix,1180,apartment,770,1,0,0,0,1,0,0,0,'w/d in unit',carport,1,33.4777,-112.309,az
7049991626,phoenix,1325,townhouse,829,1,0,1,1,1,0,0,0,?,?,1,33.4665,-111.998,az
7049997234,phoenix,1095,apartment,800,2,2,1,1,0,0,0,0,'laundry on site','off-street parking',1,33.3781,-111.954,az
7034634540,phoenix,940,apartment,675,1,1,1,1,1,0,0,0,'w/d in unit',carport,1,33.6107,-112.167,az
7038635339,phoenix,1200,apartment,940,2,2,1,1,1,0,0,0,'w/d in unit',carport,1,33.6107,-112.167,az
7038632090,phoenix,1200,apartment,940,2,2,1,1,1,0,0,0,'w/d in unit',carport,1,33.6107,-112.167,az
7049996984,phoenix,1200,apartment,1000,2,2,1,1,1,0,0,0,'w/d in unit',carport,1,33.5311,-112.177,az
7039074757,phoenix,1200,apartment,940,2,2,1,1,1,0,0,0,'w/d in unit',carport,1,33.6107,-112.167,az
7049996643,phoenix,1275,apartment,900,2,2,0,0,1,0,0,0,?,?,1,33.4074,-111.9,az
7049996436,phoenix,800,apartment,500,0,1,1,1,1,0,0,0,'w/d in unit',carport,1,33.5311,-112.177,az
7042117925,phoenix,973,apartment,586,1,1,0,0,1,0,0,0,?,?,1,33.3988,-111.84,az
7049995802,phoenix,800,apartment,500,0,1,1,1,1,0,0,0,'w/d in unit',carport,1,33.5311,-112.177,az
7049995761,phoenix,1209,apartment,900,2,2,0,0,1,0,0,0,?,?,1,33.4074,-111.9,az
7049995152,phoenix,800,apartment,500,0,1,1,1,1,0,0,0,'w/d in unit',carport,1,33.5311,-112.177,az
7049995099,phoenix,1199,apartment,745,1,1,0,0,1,0,0,0,?,?,1,33.4368,-112.383,az
7043172543,phoenix,1248,apartment,938,2,2,1,1,1,1,0,0,'w/d in unit',?,1,33.4511,-111.975,az
7049995019,phoenix,1337,apartment,970,2,2,1,1,1,0,0,0,'w/d in unit','off-street parking',1,33.5879,-111.84,az
7037744264,phoenix,1095,apartment,1000,2,2,1,1,0,0,0,0,'w/d in unit',carport,1,33.4247,-111.879,az
7049994486,phoenix,0,apartment,778,2,1,1,1,1,0,0,0,'laundry on site','off-street parking',1,33.4564,-112.128,az
7049994250,phoenix,1190,apartment,1006,2,2,0,0,1,0,0,0,'w/d in unit',?,1,33.64,-112.077,az
7043539905,phoenix,1220,apartment,868,1,1,0,0,1,0,0,0,?,?,1,33.3682,-111.964,az
7048632729,phoenix,975,apartment,926,2,2,0,0,1,0,0,0,?,?,1,33.5203,-112.186,az
7049993481,phoenix,1199,apartment,910,1,1,1,1,1,0,0,0,'w/d in unit',carport,1,33.2617,-111.878,az
7049993466,phoenix,1438,apartment,1006,2,2,0,0,1,0,0,0,?,?,1,33.619,-111.882,az
7049993389,phoenix,1190,apartment,797,1,1,1,1,1,0,0,0,'w/d in unit',carport,1,33.355,-111.951,az
7049981466,phoenix,1250,house,1215,2,2,1,1,1,0,0,0,'w/d in unit','attached garage',1,33.5943,-112.175,az
7049993205,phoenix,1305,apartment,1067,2,2,0,0,1,0,0,0,?,?,1,33.4227,-111.759,az
7049993174,phoenix,1146,apartment,950,2,2,0,0,1,0,0,0,?,?,1,33.466,-112.211,az
7049992851,phoenix,955,apartment,694,1,1,1,1,1,0,0,0,'w/d in unit',carport,1,33.6238,-112.004,az
7049991673,phoenix,1030,apartment,946,2,1,1,1,1,0,0,0,'w/d in unit',carport,1,33.6238,-112.004,az
7049980821,phoenix,2036,apartment,982,2,2,1,1,1,0,0,0,'w/d in unit',?,1,33.5094,-112.025,az
7049991467,phoenix,1400,apartment,769,1,1,1,1,1,0,0,0,'w/d in unit',?,1,33.4147,-111.904,az
7049991333,phoenix,1403,apartment,770,1,1,1,1,0,0,0,0,'w/d in unit',carport,1,33.4669,-111.915,az
7049983256,phoenix,975,apartment,926,2,2,0,0,1,0,0,0,?,?,1,33.5203,-112.186,az
7049991152,phoenix,1441,apartment,1208,2,2,1,1,1,0,0,0,'w/d in unit',carport,1,33.643,-112.203,az
7035816638,phoenix,725,apartment,590,1,1,1,1,1,0,0,0,'laundry on site',?,1,33.4775,-112.156,az
7049990957,phoenix,1085,apartment,667,1,1,1,1,1,0,0,0,'w/d in unit',carport,1,33.6115,-112.017,az
7049890809,phoenix,1160,apartment,902,2,2,1,1,1,0,0,0,'w/d in unit',carport,1,33.5281,-112.203,az
7049990599,phoenix,912,apartment,833,1,1,1,1,1,0,0,0,'w/d in unit',carport,1,33.6071,-112.151,az
7044900959,phoenix,1115,apartment,1144,2,2,1,1,1,0,0,0,'w/d in unit',carport,1,33.4003,-111.866,az
7049990546,phoenix,0,apartment,778,2,2,1,1,1,0,0,0,'laundry on site','off-street parking',1,33.4564,-112.128,az
7049990397,phoenix,795,apartment,491,0,1,1,1,1,0,0,0,'w/d in unit','off-street parking',1,33.64,-112.073,az
7049989829,phoenix,685,apartment,569,1,1,1,1,1,0,0,0,'w/d in unit',carport,1,33.4805,-112.192,az
7036482793,phoenix,1520,apartment,1146,3,2,1,1,1,0,0,0,?,?,1,33.6623,-112.124,az
7048681263,phoenix,1301,apartment,1003,2,2,1,1,0,0,0,0,'w/d in unit',carport,1,33.3215,-111.98,az
7049988980,phoenix,1425,apartment,1213,2,2,1,0,0,0,0,0,?,carport,1,33.5021,-111.909,az
7049988926,phoenix,1535,apartment,1253,2,2,1,1,1,0,0,0,'w/d in unit',carport,1,33.3045,-111.737,az
7049988823,phoenix,1677,apartment,1098,2,2,0,0,1,0,0,0,'w/d in unit','attached garage',1,33.5103,-112.056,az
7049988766,phoenix,785,apartment,502,0,1,1,1,1,0,0,0,'w/d in unit',?,1,33.5679,-112.114,az
7049988731,phoenix,1212,apartment,916,2,2,1,1,1,0,0,0,?,?,1,33.3824,-111.686,az
7049988589,phoenix,975,apartment,863,2,1,1,1,1,0,0,0,'w/d in unit',carport,1,33.5594,-112.101,az
7038475443,phoenix,536,house,2069,4,3,0,0,1,0,0,0,'w/d hookups','attached garage',1,33.4564,-112.128,az
7049988407,phoenix,0,apartment,778,2,2,1,1,1,0,0,0,'laundry in bldg','off-street parking',1,33.4564,-112.128,az
7049988110,phoenix,1423,apartment,988,2,2,0,0,1,0,0,0,?,?,1,33.3038,-111.906,az
7033680429,phoenix,1095,apartment,1295,2,2,1,1,1,0,0,0,'w/d in unit',carport,1,33.3105,-111.824,az
7049988093,phoenix,1773,apartment,1133,3,2,1,1,1,0,0,0,'w/d in unit',?,1,33.3909,-111.755,az
7049987908,phoenix,1389,apartment,1205,2,2,1,1,1,0,0,0,'w/d in unit',carport,1,33.3236,-111.989,az
7048661533,phoenix,1330,apartment,503,0,1,1,1,0,1,0,1,'w/d in unit','detached garage',1,33.4219,-111.939,az
7019873025,prescott,918,apartment,675,1,1,1,1,1,0,0,0,'laundry in bldg','off-street parking',1,34.5998,-112.465,az
7049987542,phoenix,1105,apartment,605,1,1,1,1,0,0,0,0,'laundry on site',carport,1,33.477,-111.987,az
7049987506,phoenix,1400,apartment,1050,2,2,1,1,1,0,0,0,'laundry on site',carport,1,33.5647,-111.893,az
7049987342,phoenix,1648,apartment,1133,3,2,1,1,1,0,0,0,'w/d in unit',?,1,33.3911,-111.754,az
7046975881,phoenix,1525,condo,1150,2,2,0,0,0,0,0,0,'w/d in unit',carport,1,33.4945,-111.913,az
7049987270,phoenix,1130,apartment,811,1,1,1,1,1,0,0,0,'w/d in unit',?,1,33.3332,-111.875,az
7049987111,phoenix,1035,apartment,550,1,1,1,1,1,0,0,0,?,?,1,33.4068,-111.874,az
7049986236,phoenix,1183,apartment,805,2,2,1,1,1,0,0,0,'laundry on site',carport,1,33.4082,-111.766,az
7049987063,phoenix,799,apartment,600,1,1,1,1,1,0,0,0,'laundry on site',carport,1,33.5767,-112.065,az
7049987064,phoenix,1089,apartment,771,1,1,0,0,1,0,0,0,?,?,1,33.6522,-112.111,az
7049986804,phoenix,845,apartment,550,1,1,1,1,1,0,0,0,'laundry on site',carport,1,33.431,-111.84,az
7049986810,phoenix,1105,apartment,605,1,1,1,1,0,0,0,0,'w/d in unit',?,1,33.4222,-111.876,az
7049968234,phoenix,219,apartment,300,0,1,1,1,0,1,0,1,?,?,1,32.8905,-111.754,az
7049986023,phoenix,845,apartment,702,2,1,1,1,1,0,0,0,'w/d in unit',carport,1,33.5583,-112.203,az
7049985770,phoenix,1431,apartment,971,2,2,1,1,1,0,0,0,'w/d in unit',?,1,33.3913,-111.754,az
7047670554,phoenix,700,house,1900,2,2,0,0,1,0,0,0,'w/d in unit','street parking',1,33.5934,-112.278,az
7049985607,phoenix,749,apartment,555,1,1,0,0,1,0,0,0,?,?,1,33.574,-112.125,az
7049985591,phoenix,792,apartment,375,0,1,1,1,1,0,0,1,'laundry on site',?,1,33.5094,-112.092,az
7049985399,phoenix,1246,apartment,900,2,2,0,0,1,0,0,0,?,?,1,33.3645,-111.787,az
7034117793,phoenix,875,apartment,636,2,1,1,1,1,0,0,0,?,?,1,33.4818,-112.004,az
7049984850,phoenix,1445,townhouse,796,1,1,1,1,1,0,0,0,'w/d in unit','attached garage',1,33.6287,-111.885,az
7034117565,phoenix,695,apartment,475,0,1,1,1,1,0,0,0,?,?,1,33.4818,-112.004,az
7048048442,phoenix,665,apartment,329,0,1,1,1,1,0,0,0,?,?,1,33.4818,-112.004,az
7049979386,phoenix,0,apartment,778,1,1,1,1,1,0,0,0,'laundry on site','off-street parking',1,33.4564,-112.128,az
7049984466,phoenix,920,apartment,853,2,1,1,1,1,0,0,0,?,?,1,33.4818,-112.004,az
7049984382,phoenix,981,apartment,540,1,1,1,1,1,0,0,1,'laundry on site',?,1,33.5094,-112.093,az
7049977090,phoenix,706,apartment,555,1,1,0,0,1,0,0,0,?,?,1,33.5563,-112.1,az
7049984160,phoenix,850,apartment,650,2,2,1,1,1,1,0,0,'laundry on site',carport,1,32.8905,-111.754,az
7049984138,phoenix,795,apartment,491,1,1,1,1,1,0,0,0,?,?,1,33.4818,-112.004,az
7049984025,phoenix,955,apartment,900,2,2,1,1,1,0,0,0,'laundry on site','off-street parking',1,33.4236,-111.791,az
7049984002,phoenix,845,apartment,720,1,1,0,0,1,0,0,0,'w/d in unit',carport,1,33.5591,-112.133,az
7049983955,phoenix,1205,apartment,970,2,2,1,1,1,0,0,0,'w/d in unit',carport,1,33.6548,-112.032,az
7049983947,phoenix,979,apartment,991,2,2,1,1,1,0,0,0,'w/d in unit',carport,1,33.5761,-112.234,az
7049983013,phoenix,1340,apartment,970,2,0,1,1,1,0,0,0,'w/d in unit',carport,1,33.8155,-112.12,az
7045438880,phoenix,1200,apartment,900,2,2,1,1,1,0,0,0,'w/d in unit','off-street parking',1,33.38,-111.86,az
7049982674,phoenix,1301,apartment,1042,2,2,0,0,1,0,0,0,?,?,1,33.549,-112.05,az
7049982262,phoenix,1451,apartment,978,2,2,1,1,1,0,0,0,'laundry on site','detached garage',1,33.262,-111.856,az
7046470472,phoenix,856,apartment,418,0,1,0,0,1,0,0,0,?,?,1,33.3988,-111.84,az
7049975588,phoenix,733,apartment,455,0,1,0,0,1,0,0,0,?,?,1,33.5563,-112.1,az
7049979394,phoenix,1250,apartment,960,2,2,1,1,1,0,0,0,'w/d in unit',carport,1,33.3611,-111.789,az
7048656589,phoenix,1084,apartment,800,1,1,0,0,1,0,0,0,?,?,1,33.3539,-111.953,az
7043144815,phoenix,1605,apartment,1107,3,2,1,1,1,0,0,0,?,?,1,33.3824,-111.686,az
7049981686,phoenix,1411,apartment,967,2,2,1,1,1,0,0,0,'w/d in unit',?,1,33.391,-111.754,az
7048333327,phoenix,1278,apartment,1190,2,2,0,0,1,0,0,0,?,?,1,33.3598,-111.91,az
7049981381,phoenix,1735,townhouse,1221,2,2.5,1,1,1,0,0,0,'w/d in unit','attached garage',1,33.6287,-111.885,az
7049981232,phoenix,1900,apartment,1257,3,2,1,1,1,0,0,0,'w/d in unit',carport,1,33.6351,-112.232,az
7048654309,phoenix,1325,apartment,1204,3,2,1,1,0,0,0,0,?,?,1,33.3215,-111.98,az
7049788320,phoenix,940,apartment,640,1,1,1,1,1,0,0,0,'laundry on site',carport,1,33.5575,-112.132,az
7049980795,phoenix,849,apartment,470,0,1,0,0,1,0,0,0,?,?,1,33.5118,-112.065,az
7049980243,phoenix,1074,apartment,716,1,1,1,1,1,0,0,0,'w/d in unit',?,1,33.391,-111.755,az
7049980135,phoenix,1540,apartment,1112,2,2,1,1,1,0,0,0,'w/d in unit',carport,1,33.3228,-111.964,az
7047571207,phoenix,1204,apartment,805,2,2,1,1,1,0,0,0,'laundry on site',carport,1,33.4082,-111.766,az
7047560101,phoenix,1192,apartment,741,1,1,1,1,1,0,0,0,'laundry on site','detached garage',1,33.262,-111.856,az
7049969811,phoenix,1005,apartment,800,1,1,1,1,1,0,0,0,'w/d in unit',carport,1,33.4665,-111.998,az
7049979302,phoenix,1052,apartment,779,2,1,0,0,1,0,0,0,?,?,1,33.5563,-112.1,az
7043463234,phoenix,1170,apartment,1107,2,2,0,0,1,0,0,0,?,?,1,33.4374,-111.823,az
7049978888,phoenix,1100,apartment,476,0,1,1,1,1,0,0,0,'w/d in unit',carport,1,33.3265,-111.827,az
7043172572,phoenix,1262,apartment,772,1,1,1,1,1,1,0,0,'w/d in unit',?,1,33.4511,-111.975,az
7049978202,phoenix,1140,apartment,900,2,2,1,1,1,0,0,0,'w/d in unit',carport,1,33.5575,-112.132,az
7049978140,phoenix,1485,apartment,1382,3,2,1,1,1,0,0,0,'w/d in unit',carport,1,33.4647,-112.358,az
7049972482,phoenix,1065,apartment,720,1,1,1,1,1,0,0,0,'w/d in unit',?,1,33.4082,-111.913,az
7043669546,phoenix,830,apartment,336,0,1,1,1,1,0,0,0,?,?,1,33.4951,-112.087,az
7049977911,phoenix,1510,apartment,2,2,2,1,1,1,0,0,0,'w/d in unit','attached garage',1,33.6053,-112.261,az
7049970620,phoenix,1178,apartment,676,1,1,1,1,1,0,0,0,'w/d in unit','attached garage',1,33.3301,-111.863,az
7045868033,phoenix,920,apartment,730,1,1,1,1,1,0,0,0,'w/d in unit',carport,1,33.4148,-111.877,az
7049977726,phoenix,1765,townhouse,1221,2,2.5,1,1,1,0,0,0,'w/d in unit','attached garage',1,33.6287,-111.885,az
7049972665,phoenix,1070,apartment,814,1,1,0,0,1,0,0,0,?,?,1,33.3644,-111.97,az
7049977524,phoenix,850,apartment,600,1,1,1,1,1,0,0,0,'laundry on site','off-street parking',1,33.4237,-111.791,az
7049977243,phoenix,1150,apartment,934,2,2,0,0,1,0,0,0,'w/d in unit',carport,1,33.5971,-112.1,az
7049959155,phoenix,1000,house,1484,3,2,1,1,1,1,0,0,?,?,1,33.8023,-112.247,az
7049976867,phoenix,875,apartment,555,1,1,1,1,1,0,0,0,'laundry in bldg',carport,1,33.5663,-112.1,az
7043525428,phoenix,1396,apartment,983,2,2,0,0,1,0,0,0,?,?,1,33.3539,-111.953,az
7049976651,phoenix,1019,apartment,964,2,2,0,1,1,0,0,0,'w/d in unit',carport,1,33.6474,-112.057,az
7049976567,phoenix,679,apartment,240,0,1,0,0,1,0,0,0,?,?,1,33.4951,-112.087,az
7049970322,phoenix,1297,apartment,1078,2,2,0,0,1,0,0,0,?,?,1,33.6416,-112.304,az
7049968768,phoenix,773,apartment,676,1,1,0,0,1,0,0,0,?,?,1,33.5203,-112.186,az
7049976018,phoenix,955,apartment,900,2,2,1,1,1,0,0,0,'laundry on site','off-street parking',1,33.4236,-111.791,az
7049971300,phoenix,1145,apartment,1008,2,1,1,1,1,0,0,0,'laundry on site','off-street parking',1,33.41,-111.925,az
7037293454,phoenix,1403,apartment,1050,2,2,0,0,1,0,0,0,?,?,1,33.4875,-112.058,az
7047623806,phoenix,994,apartment,900,2,2,0,0,1,0,0,0,?,?,1,33.5205,-112.186,az
7049958913,phoenix,800,townhouse,1041,2,2,0,0,1,0,0,0,?,?,1,33.3105,-111.824,az
7049975091,phoenix,1150,apartment,961,2,2,1,1,1,0,0,0,'w/d in unit',carport,1,33.3934,-111.821,az
7049975007,phoenix,920,apartment,456,1,1,0,0,1,0,0,0,?,?,1,33.3988,-111.84,az
7049974506,phoenix,1438,apartment,1006,2,2,0,0,1,0,0,0,?,?,1,33.619,-111.882,az
7049973980,phoenix,1678,apartment,1069,3,2,1,1,1,0,0,0,'w/d in unit','detached garage',1,33.6731,-111.946,az
7047484754,phoenix,1169,apartment,341,0,1,1,1,0,1,0,0,'w/d in unit','detached garage',1,33.4219,-111.939,az
7049973954,phoenix,1250,apartment,941,2,2,1,1,1,0,0,0,'laundry on site',?,1,33.4082,-111.913,az
7049973761,phoenix,1790,townhouse,1221,2,2.5,1,1,1,0,0,0,'w/d in unit','attached garage',1,33.6287,-111.885,az
7049973732,phoenix,850,apartment,600,1,1,1,1,1,0,0,0,'laundry on site','off-street parking',1,33.4239,-111.791,az
7048414212,phoenix,1092,apartment,825,1,1,0,0,1,0,0,0,?,?,1,33.3144,-111.926,az
7049973620,phoenix,905,apartment,660,1,1,0,0,1,0,0,0,?,?,1,33.3843,-111.86,az
7049973358,phoenix,1204,apartment,979,2,2,1,1,1,0,0,0,'w/d in unit',carport,1,33.3301,-111.863,az
7049912410,phoenix,2750,apartment,650,1,1,1,1,0,0,0,1,?,?,1,33.4669,-111.915,az
7049973245,phoenix,1285,apartment,1013,2,2,0,0,1,0,0,0,?,?,1,33.5263,-112.048,az
7045152302,phoenix,985,apartment,658,1,1,1,1,1,0,0,0,'w/d in unit',carport,1,33.6623,-112.124,az
7049968210,phoenix,1105,apartment,605,1,1,1,1,0,0,0,0,'w/d in unit',?,1,33.4222,-111.876,az
7049972465,phoenix,1459,apartment,1068,2,2,1,1,1,0,0,0,'w/d in unit',carport,1,33.619,-112.365,az
7049903492,phoenix,1125,condo,1612,4,1.5,1,1,1,0,0,0,?,?,0,33.4775,-111.84,az
7044835958,phoenix,1034,apartment,771,2,1,1,1,1,0,0,0,'laundry on site','off-street parking',1,33.4176,-111.788,az
7049971797,phoenix,1425,apartment,846,2,2,0,0,1,0,0,0,?,?,1,33.4147,-111.894,az
7049971597,phoenix,1,apartment,1382,2,2.5,1,1,1,0,0,0,'w/d in unit',?,1,33.3261,-111.978,az
7049971244,phoenix,1355,apartment,1088,2,1,1,1,1,0,0,0,'w/d in unit',carport,1,33.4953,-112.091,az
7049951257,phoenix,1575,house,970,2,2,0,0,1,0,0,0,'laundry on site','off-street parking',1,33.492,-112.047,az
7049970933,phoenix,1299,apartment,1043,2,2,1,1,1,0,0,0,'w/d in unit',carport,1,33.3755,-111.874,az
7049970859,phoenix,1140,apartment,710,1,1,1,1,1,0,0,0,'w/d in unit',carport,1,33.3054,-111.908,az
7049970837,phoenix,1065,apartment,790,1,1,1,1,1,1,0,0,'w/d in unit',carport,1,33.4083,-111.717,az
7049965118,phoenix,1250,apartment,960,2,2,1,1,1,0,0,0,'w/d in unit',carport,1,33.3611,-111.789,az
7049934384,phoenix,1150,apartment,841,2,2,1,1,1,0,0,0,'w/d in unit',carport,1,33.5291,-112.048,az
7049970358,phoenix,1453,apartment,1006,2,2,1,1,1,0,0,0,'w/d in unit',carport,1,33.619,-111.882,az
7049950869,phoenix,1157,apartment,1152,2,2,1,1,1,0,0,0,'w/d in unit',carport,1,33.4189,-111.673,az
7041328015,phoenix,1050,apartment,680,1,1,0,0,1,0,0,0,?,?,1,33.3675,-111.877,az
7049969228,phoenix,1067,apartment,942,2,2,1,1,1,0,0,0,'w/d in unit',carport,1,33.3847,-111.851,az
7049957882,phoenix,1070,apartment,814,1,1,0,0,1,0,0,0,?,?,1,33.3644,-111.97,az
7049969027,phoenix,1054,apartment,670,1,1,1,1,1,0,0,0,?,?,1,33.3824,-111.686,az
7049968704,phoenix,951,apartment,800,1,1,1,1,1,0,0,0,'w/d in unit',carport,1,33.4665,-111.998,az
7049968667,phoenix,1085,apartment,731,1,1,1,1,1,0,0,0,'w/d in unit',carport,1,33.3836,-111.848,az
7049968584,phoenix,1227,apartment,961,2,2,1,1,1,0,0,0,?,?,1,33.3824,-111.686,az
7049968277,phoenix,1049,apartment,670,1,1,1,1,1,0,0,0,?,?,1,33.3824,-111.686,az
7045393406,phoenix,1385,apartment,1006,2,2,0,0,1,0,0,0,?,?,1,33.619,-111.882,az
7049779084,phoenix,1178,apartment,676,1,1,1,1,1,0,0,0,'w/d in unit','attached garage',1,33.3301,-111.863,az
7049967962,phoenix,1475,apartment,1218,2,2,1,1,0,0,0,0,'w/d in unit','detached garage',1,33.618,-111.871,az
7049963539,phoenix,960,apartment,703,2,1,1,1,0,1,0,1,'w/d in unit','detached garage',1,33.4219,-111.939,az
7033670484,phoenix,1085,apartment,1325,2,2,1,1,1,0,0,0,'w/d in unit',carport,1,33.3917,-111.925,az
7049967569,phoenix,1000,apartment,812,1,1,1,1,1,0,0,0,'w/d in unit','detached garage',1,33.4665,-111.998,az
7049967339,phoenix,1085,apartment,731,1,1,1,1,1,0,0,0,'w/d in unit',?,1,33.3836,-111.848,az
7049915249,phoenix,1325,apartment,828,1,1,1,1,1,1,0,0,'w/d in unit','attached garage',1,33.5017,-112.074,az
7049787213,phoenix,1438,apartment,1006,2,2,0,0,1,0,0,0,?,?,1,33.619,-111.882,az
7049967065,phoenix,1720,townhouse,1221,2,2.5,1,1,1,0,0,0,'w/d in unit','attached garage',1,33.6287,-111.885,az
7049967050,phoenix,1000,apartment,876,3,1,1,1,1,0,0,0,'laundry on site',carport,1,33.5623,-112.056,az
7049966905,phoenix,1010,apartment,684,1,1,1,1,1,0,0,0,'w/d in unit',carport,1,33.5761,-112.234,az
7049966859,phoenix,955,apartment,900,2,2,1,1,1,0,0,0,'laundry on site','off-street parking',1,33.4236,-111.791,az
7049966662,phoenix,1370,apartment,778,2,1,1,1,1,0,0,0,'w/d in unit',carport,1,33.5769,-112.151,az
7049966612,phoenix,979,apartment,864,2,2,1,1,1,0,0,0,'laundry on site',carport,1,33.6108,-112.13,az
7049966392,phoenix,795,apartment,491,0,1,1,1,1,0,0,0,'w/d in unit','off-street parking',1,33.64,-112.073,az
7049774305,phoenix,1055,apartment,602,1,1,0,0,1,0,0,0,'w/d in unit',carport,1,33.4343,-112.354,az
7049913942,phoenix,2750,apartment,650,1,1,1,1,0,0,0,1,?,?,1,33.4669,-111.915,az
7049966051,phoenix,1282,apartment,988,2,2,1,1,1,0,0,0,?,?,1,33.3824,-111.686,az
7049965916,phoenix,870,apartment,570,1,1,0,0,1,0,0,0,?,?,1,33.4154,-111.781,az
7049965928,phoenix,1059,apartment,660,1,1,1,1,1,0,0,0,?,?,1,33.3824,-111.686,az
7049959004,phoenix,1305,apartment,948,2,2,1,1,1,0,0,0,'w/d in unit',carport,1,33.3917,-111.925,az
7049965521,phoenix,1255,apartment,1200,3,2,1,1,0,0,0,0,'w/d in unit',carport,1,33.3786,-111.986,az
7049773946,phoenix,790,apartment,540,1,1,1,1,1,0,0,0,'laundry on site',?,1,33.4647,-112.199,az
7049965338,phoenix,1000,apartment,876,3,1,1,1,1,0,0,0,'laundry on site',carport,1,33.5623,-112.056,az
7049964606,phoenix,825,apartment,767,2,1,1,1,1,0,0,0,'laundry on site',carport,1,33.5623,-112.056,az
7049964529,phoenix,1605,apartment,1107,3,2,1,1,1,0,0,0,?,?,1,33.3824,-111.686,az
7049964408,phoenix,1139,apartment,570,1,1,0,0,1,0,0,0,'w/d in unit',carport,1,33.6251,-112.187,az
7049964358,phoenix,1380,apartment,1058,2,2,1,1,0,0,0,0,'w/d in unit',carport,1,33.4486,-112.32,az
7048592068,phoenix,1075,apartment,965,2,2,1,1,1,0,0,0,'w/d in unit',carport,1,33.4185,-111.674,az
7049963998,phoenix,900,condo,950,2,2,0,0,0,0,0,0,'laundry on site',carport,1,33.4665,-111.998,az
